title,author,genre,sex,view,recommandation_count,total_serial_num,preferred_age
좀비가가득한그곳에미친...,활미만잡,판타지 현대판타지,남자,91,3,2 ,40
아빠라고불러도될까요?,feelstar,로맨스 드라마,남자,4859,93,40 ,50
죽여야할악마가너무많다,사이오메,현대판타지,남자,1279,9,19 ,40
13번째용사,천하제일仁,판타지 무협,남자,2459,28,24 ,30
13번째용사,천하제일仁,판타지 무협,남자,2459,28,24 ,30
레벨업하는저승차사,오반석,판타지 퓨전,남자,18803,286,285 ,30
욕먹으면강해지는헌터,신드림,판타지 퓨전,남자,2248,7,16 ,20
이쿼럼,팽달,판타지 현대판타지,남자,330,0,6 ,20
탑스타의비밀상점[E],시하,현대판타지 퓨전,남자,12907,197,24 ,40
용곤풍,류소강,무협,남자,1252,9,5 ,50
위즈위키꺼라!,이하상동,현대판타지 로맨스,남자,20732,501,36 ,40
스탯빨,권혁신,판타지 게임,남자,38723,447,76 ,40
세상이조각났다.,환상일주,현대판타지 게임,남자,90231,1762,130 ,40
이계여행자,윤내담,판타지 로맨스,여자,371,0,10 ,30
마카오민박,귀마동,일반소설 추리,남자,2878,70,14 ,40
재능의영역,너신,현대판타지 판타지,남자,177,0,3 ,10
긴장해.너를치러내가갈...,눈이와,일반소설 공포·미스테리,여자,2153,67,25 ,30
내가바로등급외12지전사요,산영(山影),현대판타지 퓨전,남자,6577,66,26 ,40
발나드라그,퓨다이,판타지 스포츠,남자,8,0,0 ,20
청명1부,권영채,판타지 퓨전,남자,10716,59,22 ,40
위키쓰는용사,로드워리어,퓨전 판타지,남자,2794797,110541,260 ,20
변호사일기,국강호,현대판타지,남자,1735,4,25 ,50
변호사일기,국강호,현대판타지,남자,1735,4,25 ,50
블랙윙,웅천,퓨전 판타지,남자,10084,98,52 ,50
비밀에부치다...,시우(詩友),로맨스 대체역사,남자,95,0,3 ,20
30대중반백수,표독도사,일반소설 공포·미스테리,남자,128,0,2 ,30
은영[E],경성,무협,남자,1567,31,18 ,50
우리의청춘은..,크리호,로맨스 시·수필,남자,122,0,4 ,20
악당의선택,곰틩이,퓨전,같음,18,0,1 ,20
악당의선택,곰틩이,퓨전,같음,18,0,1 ,20
[달빛조각사]위드의뒤를...,린카요,팬픽·패러디 게임,남자,1159,9,9 ,10
1932경성페르소나,l아키l,대체역사 로맨스,남자,15,0,0 ,30
푸른색향수,지피아트,로맨스,남자,31,0,2 ,20
바람의딸,이원호,현대판타지 로맨스,남자,11690,151,100 ,50
계백,이원호,대체역사,남자,7071,31,150 ,40
도시의남자,이원호,현대판타지,남자,33167,363,100 ,50
형언할수없는,Q현,현대판타지 공포·미스테리,남자,71,0,5 ,30
형언할수없는,Q현,현대판타지 공포·미스테리,남자,71,0,5 ,30
무법자.,이원호,현대판타지,남자,43633,595,99 ,50
무법자.,이원호,현대판타지,남자,43633,595,99 ,50
인더빌,황훈,판타지,남자,97,0,3 ,20
인더빌,황훈,판타지,남자,97,0,3 ,20
참교육전문BJ,가면의시간,현대판타지 드라마,남자,29014,533,44 ,30
천위[E],대린,무협,남자,1795,7,21 ,50
배우미친흡입력[E],이산책,현대판타지,남자,18963,378,21 ,40
이렇게차갑도록눈부신그...,어터슨,현대판타지 판타지,여자,339,9,9 ,30
슈퍼캣,dsgae,현대판타지 퓨전,남자,192,0,5 ,20
여섯영혼의노래그리고...,킹묵,현대판타지,남자,14571,221,27 ,40
소설중단편모음집.,골드후라이,일반소설 중·단편,남자,31,1,1 ,20
삼국지포소전,출령,대체역사 판타지,남자,2353,75,3 ,40
조선혁명군주,Lucubro,대체역사 퓨전,남자,672077,14857,202 ,40
어느소설가의죽음,덕훈,SF 추리,남자,25675,1401,51 ,20
제3자,달빛영,추리 현대판타지,여자,106,0,2 ,30
죽음그리고나,지난여름,공포·미스테리,남자,18,0,1 ,20
세이브능력으로무패감독!,반클러치,스포츠 현대판타지,남자,596508,12857,173 ,30
세이브능력으로무패감독!,반클러치,스포츠 현대판타지,남자,596508,12857,173 ,30
회귀를한다는건,넉울히,퓨전 판타지,남자,2586173,75432,133 ,30
회귀를한다는건,넉울히,퓨전 판타지,남자,2586173,75432,133 ,30
그들의병원,나작가,드라마 공포·미스테리,여자,39,0,1 ,10
내손으로세계창조?,직만,퓨전 게임,남자,384,1,8 ,20
시퍼런사과,길성진,로맨스 현대판타지,남자,1828,3,37 ,20
마르스마키나,감전돌고래,판타지 퓨전,남자,183,0,9 ,20
가을에핀벚꽃,cityman,로맨스,남자,30,0,2 ,20
가을에핀벚꽃,cityman,로맨스,남자,30,0,2 ,20
전설의용사가우리반에있...,sg03142,라이트노벨 판타지,남자,65,0,1 ,20
2인자의학교생활은잡부에...,소울콜렉터,라이트노벨,남자,107,0,3 ,30
소환술사[E],수민,판타지 퓨전,남자,2216,24,15 ,50
[미래무협]반지경(TheRi...,리미트리스,무협 현대판타지,남자,5604,72,36 ,50
탈북초인의리얼생존기,방구석슬러거,현대판타지 판타지,남자,8246,93,1 ,40
내헌터가이렇게귀여울...,gjr5338,현대판타지 퓨전,남자,110,2,1 ,20
정복자,고샅,퓨전 판타지,남자,259983,2916,270 ,40
연금술사의항해일지[E],편곤,판타지,남자,4223,103,18 ,30
대마법사의재능을흡수함,맥치,현대판타지 퓨전,남자,3562669,90796,176 ,30
종족전쟁[E],언늘,현대판타지 퓨전,남자,2906,24,21 ,40
천극무예록[E],김연호,무협,남자,6103,70,18 ,50
잡은손,어세,무협,남자,69,1,1 ,10
진홍의마도사,화려한불빛,판타지 중·단편,남자,55,0,2 ,30
아스매지카,storyt2t..,판타지,남자,916,0,21 ,40
아스매지카,storyt2t..,판타지,남자,916,0,21 ,40
영희와철수와바둑이,다재무능,일반소설,남자,223,0,1 ,10
이세계에오신성자님,에르겐,퓨전 판타지,남자,68,0,1 ,10
퍼펙트라이프,진유호,현대판타지 드라마,남자,2826784,73423,242 ,40
그리고잊혀질것들,쭉이,로맨스 중·단편,남자,12,0,1 ,20
아름다운소녀,월풀소울,판타지 중·단편,남자,59,0,5 ,30
여명의지평선,welldun,현대판타지 SF,같음,0,0,0 ,10
여명의지평선,welldun,현대판타지 SF,같음,0,0,0 ,10
서민지원회귀(回歸)담보대출,오로지희,현대판타지 판타지,남자,46,0,1 ,20
서민지원회귀(回歸)담보대출,오로지희,현대판타지 판타지,남자,46,0,1 ,20
림의초록나무,anhee75,대체역사,여자,2118,4,31 ,40
오타쿠인나와웃지않는그녀,산티카레,라이트노벨,남자,112,0,5 ,20
전쟁광인아빠를조련하자,파트리샤,로맨스 판타지,여자,16,0,2 ,10
1300km,망베르스,라이트노벨 로맨스,남자,39,0,2 ,20
유카리씨의동생이되었습니다,무뤼,팬픽·패러디,남자,89,0,3 ,20
군주로돌아왔다,강성현聲炫,판타지 퓨전,남자,3410363,101968,511 ,40
다시매니저[E],287000,현대판타지,남자,5287,57,24 ,40
소소하게장대하게폴짝!,빈둥거리다,대체역사 추리,남자,51605,525,124 ,50
환상이라는이름의골동품점,저당개,판타지 일반소설,남자,30,1,1 ,20
추방자의별,유성고래,판타지 무협,남자,170,5,6 ,20
드디어제대로용사가된...,갓빙빙,퓨전 판타지,남자,104,0,2 ,30
영웅이되고싶었다.,백작와쿠,현대판타지 판타지,남자,35,0,1 ,20
국민재판소,글겸,퓨전 판타지,남자,95,0,3 ,10
면진(免震),BewareOf..,일반소설 중·단편,남자,6438,56,33 ,50
백수판타지,강종현,판타지,남자,151,0,4 ,40
최초최강의카이저,그저빛,판타지 게임,남자,3294,47,18 ,20
최초최강의카이저,그저빛,판타지 게임,남자,3294,47,18 ,20
너에게기적을일으키는작...,Darby,판타지 로맨스,남자,186,0,6 ,20
리얼강호[E],유성,무협,남자,1781,50,18 ,50
신세기1년,한상태,퓨전 판타지,남자,8224,144,351 ,30
신세기1년,한상태,퓨전 판타지,남자,8224,144,351 ,30
바람의칼날[E],산초,판타지 퓨전,남자,9245,65,45 ,50
바람의칼날[E],산초,판타지 퓨전,남자,9245,65,45 ,50
돌아간재벌일기,맥경,팬픽·패러디 일반소설,남자,9106,98,16 ,50
독재자!,조휘,대체역사,남자,67247,1939,0 ,40
회귀!제가한번해보겠습...,Eruaz,현대판타지,남자,79,0,2 ,10
순간혹은시선,jamong2,시·수필,여자,825,10,11 ,30
사건은일상속에,구본,추리 일반소설,남자,15,0,1 ,10
제4인류,kangphil..,판타지,남자,63,0,5 ,40
Prototype,Rayane,판타지,남자,32,0,1 ,20
황제의악녀,쓰늄,로맨스 판타지,여자,584,10,9 ,40
이봐!자네우리마왕님과...,안경뚱땡이,판타지 퓨전,남자,4720,23,74 ,30
레테(Lethe),청월나래,판타지,여자,368,1,24 ,20
내머릿속의우주,은수라,SF 판타지,남자,0,0,0 ,20
포텐폭발김작가![E],문필드,현대판타지 퓨전,남자,13702,183,21 ,40
에몰리오르레데오-emolior...,헤이젠,현대판타지 일반소설,남자,3936,13,138 ,20
아포칼립스,빨강궁디,현대판타지 전쟁·밀리터리,남자,1,0,0 ,20
그리즐리그랑,정광필,판타지 퓨전,남자,14008,141,100 ,40
나이트벤,위트,판타지,남자,40191,608,125 ,40
더라스트,장백산,판타지 퓨전,남자,38095,623,175 ,50
창판협기,박윤서,판타지,남자,22905,152,275 ,40
황제샤난,금와,판타지 퓨전,남자,52425,599,150 ,50
얀데레오토메게임의시종...,자화상,판타지 라이트노벨,남자,583,0,4 ,10
큐로아나이츠,나진(娜振),판타지,남자,533,4,16 ,20
섹인,chlwoals..,현대판타지 로맨스,남자,1,0,1 ,20
무협2018,몽실lee,무협 현대판타지,남자,348,0,6 ,20
하늘에서본세상,suny.K,일반소설,여자,113,0,6 ,50
칠흑의기사[E],백우,판타지,남자,588,3,15 ,40
지옥이가족이되었다.,그리곤,게임 판타지,남자,15,0,2 ,20
디아볼릭범프맨(Diabolic...,귤리나,판타지 공포·미스테리,남자,61,0,3 ,20
진지한퇴마이야기,오골계양,현대판타지 라이트노벨,남자,121,2,4 ,20
야느지르사가,저당개,판타지,남자,173,2,8 ,20
멸망위기라시간여행!?,아타락시,현대판타지,남자,473,13,12 ,20
그날의이야기,lsljw,시·수필,남자,210,1,7 ,50
문여는자,강이안,판타지,남자,1283,2,49 ,40
문여는자,강이안,판타지,남자,1283,2,49 ,40
빅마더의지배자,강정탄,판타지 추리,남자,1475,23,10 ,50
사후세계에서생존하는방법,뭐왜뭐왜,퓨전 판타지,남자,5455,89,22 ,40
A교대시리즈,RealEdu,추리,남자,266,2,9 ,20
A교대시리즈,RealEdu,추리,남자,266,2,9 ,20
3650일간의이세계생존기...,zaksalki..,퓨전 판타지,남자,34580,506,45 ,50
제6의성서,虎9,판타지,남자,0,0,0 ,20
회귀자의그랜드슬램,mensol,스포츠 현대판타지,남자,5339654,127128,632 ,30
눈치보지말고내마음내...,검은잉크,판타지,남자,27,0,1 ,10
나혼자늑대다.,글써라작가,퓨전 판타지,남자,88,1,0 ,10
겨울정원의하와르,Minato,판타지 로맨스,여자,9751,891,2 ,20
[성한]일동학생자치고등학교,[未定],라이트노벨 퓨전,남자,2415,1,50 ,10
[가람성한]재혼,[未定],라이트노벨 퓨전,남자,6622,27,72 ,40
[성한]학생회장과새여동...,[未定],로맨스 라이트노벨,남자,1059,16,19 ,40
아이템효과999배,워스티드,현대판타지 게임,남자,1940471,43826,174 ,30
만월대의달빛으로,끝에서시작,로맨스 대체역사,여자,22,0,1 ,40
개발스트라이커,밍교s,스포츠 로맨스,남자,1625,9,9 ,40
병X급어깨로여자랑원나...,세돌스리가,현대판타지 일반소설,남자,4057,31,34 ,40
나혼자역대급수련,흑전,현대판타지 퓨전,남자,1788384,37051,179 ,30
나혼자역대급수련,흑전,현대판타지 퓨전,남자,1788384,37051,179 ,30
맥주병선수되다.,개그가최고,스포츠,남자,36954,492,92 ,40
SSS급고구마작가,구본,현대판타지 라이트노벨,남자,102,0,1 ,10
아티팩트유저,베어아저씨,판타지 퓨전,남자,64679,1669,205 ,50
나는빨간구미호에미쳤다,빨간구미호,로맨스 판타지,남자,1494,0,26 ,40
Copy,마따따비,퓨전 현대판타지,남자,23,0,1 ,30
이건알렌의모험.,aergia,판타지 일반소설,남자,38,0,2 ,10
이능력쓸데없이쓸모있네?,박사태리,판타지 현대판타지,남자,38,1,1 ,10
일상속사람들,안세은,대체역사 현대판타지,남자,397,0,11 ,20
다음비행은어디에요?,에어폴트,로맨스 라이트노벨,남자,109,0,4 ,50
예쁘게죽기,최이,현대판타지 로맨스,여자,463,12,10 ,30
이세계로전이했는데정력...,익돌이,판타지 라이트노벨,남자,241,0,2 ,10
NewWorld용사가용사가...,Pendio,판타지 라이트노벨,남자,37,0,2 ,10
못생긴시,못생긴시,시·수필 로맨스,남자,235,0,7 ,50
비가안와,날까구를까,현대판타지 라이트노벨,남자,32,0,2 ,20
허접한용병,굽은혈맹,판타지 퓨전,남자,208,4,5 ,40
골때리는동정남의악마사냥기,막생(莫生),판타지 현대판타지,남자,5488,133,30 ,40
0916기사,날까구를까,현대판타지 판타지,남자,10,0,1 ,20
관찰자(Observer),나무사전,현대판타지,남자,10,0,1 ,10
私は赤い禁断の与えた：作...,빨간구미호,로맨스 판타지,남자,1334,0,25 ,40
회개,슈겐,중·단편,남자,28,0,1 ,20
M월드,dnrzkxh,게임 SF,남자,13,0,1 ,20
M월드,dnrzkxh,게임 SF,남자,13,0,1 ,20
사주타로카드의고수,zooloo06..,시·수필 일반소설,남자,522,2,10 ,50
미래를보는포워드,강우건,스포츠 현대판타지,남자,45014,745,66 ,40
에덴가르드퀘스트,파랑손,판타지,남자,1186117,49632,229 ,30
재벌집서자로회귀해서게...,아르젠티노,게임 현대판타지,남자,964,24,5 ,40
회전목마(Remember),월풀소울,판타지 중·단편,남자,85,0,10 ,30
3차대전,정우식,판타지 현대판타지,남자,65438,669,210 ,40
회귀자들은특A급정육이다,GZGZ,퓨전 판타지,남자,924,19,6 ,20
회귀자들은특A급정육이다,GZGZ,퓨전 판타지,남자,924,19,6 ,20
머더엠퍼러,정우식,판타지 퓨전,남자,77475,564,270 ,40
머더엠퍼러,정우식,판타지 퓨전,남자,77475,564,270 ,40
서울강시,천하제일仁,무협 판타지,남자,2318,61,30 ,50
한빛,한빛누리,현대판타지,남자,43,0,3 ,30
최초로업적을획득한,아라만,퓨전 게임,남자,2106274,59897,185 ,30
다시쓰인내세계,고퇴두번,퓨전 현대판타지,남자,66,0,3 ,20
기행기,충과환,판타지 일반소설,남자,79,0,2 ,20
더로비스트(TheLobbyist),딘 캐슬(DEAN CASTLE),현대판타지 전쟁·밀리터리,남자,393797,8130,72 ,40
저울위의달,미렛,판타지 퓨전,남자,133,0,4 ,20
굿럭[E],조현필,판타지 게임,남자,338,0,15 ,30
드래곤으로환생하였습니다.,톡톡톡톡,퓨전 판타지,남자,2593,28,13 ,10
상한가는다내손안에,김줄,현대판타지,남자,368,8,5 ,50
리스크,엔나,판타지 퓨전,여자,39,0,2 ,20
신의의친구[E],홍경민,판타지 퓨전,남자,2074,23,21 ,50
신의의친구[E],홍경민,판타지 퓨전,남자,2074,23,21 ,50
천하에묻다.[E],야운(也雲),무협,남자,2715,21,21 ,50
스미토모김의일본유학커...,스미토모김,시·수필,남자,0,0,0 ,50
삼국지-패왕지략,태사령,대체역사 퓨전,남자,645696,20696,201 ,30
신의아이,pencil02..,판타지 현대판타지,여자,70,0,2 ,30
도검무안,설봉,무협,남자,64328,696,160 ,50
천마십위(天魔十衛)[E],九頭龍,무협,남자,8449,112,21 ,50
공작가의집사,레옐,퓨전 판타지,남자,2620878,74540,316 ,30
노병의시간은거꾸로흐른...,마지막한자,판타지,남자,10970,141,18 ,40
21세기신마록[E],명빈,판타지 현대판타지,남자,1774,12,15 ,50
역시침대가최고야,ksb6752,시·수필 중·단편,남자,59,0,1 ,20
광끼:미친재능의탑스타...,l살별l,무협,남자,15821,237,21 ,40
21세기신마록,명빈,판타지 현대판타지,남자,127347,2005,131 ,40
솔직한이야기들.,헤쎼,시·수필,남자,80,0,5 ,20
작가가죽었습니다,씁쓸한설탕,현대판타지 판타지,남자,127,0,2 ,10
단편)위선자,읔작가,일반소설,남자,36,1,1 ,10
2인자전성시대,로그1,현대판타지 퓨전,남자,3472094,76680,283 ,40
알렌사가,한결,판타지 퓨전,남자,6108,37,160 ,20
알렌사가,한결,판타지 퓨전,남자,6108,37,160 ,20
아잠깐만!나또강해짐[E],김판,판타지 현대판타지,남자,11272,139,21 ,30
해결사(Fixer),은촛대,현대판타지,남자,38393,720,182 ,50
천국다녀오겠습니다,리탑,판타지 현대판타지,남자,235,0,7 ,20
또다른지구인구조절,좀비백수,퓨전 게임,남자,131,0,4 ,20
내가곧제국이다,흐름따라,판타지 퓨전,남자,438,0,13 ,20
이세계에서정령들과노래...,초심토끼,판타지 라이트노벨,남자,37458,742,178 ,20
단한번의연주를위해,너연나애,현대판타지 판타지,남자,24018,950,67 ,50
SSS급치매노인박춘팔,GZGZ,판타지 퓨전,남자,15245,213,10 ,20
원미래의이방인,dreamyda..,판타지 SF,남자,81074,736,455 ,50
망나니1왕자가되었다,글럼프,퓨전 판타지,남자,8311091,305806,351 ,20
100억영혼으로꿀좀빨겠...,글딴딴,현대판타지 판타지,남자,2574180,64507,168 ,30
100억영혼으로꿀좀빨겠...,글딴딴,현대판타지 판타지,남자,2574180,64507,168 ,30
엑셀천재헌터되다,테크니카,퓨전,남자,153945,3905,31 ,40
엑셀천재헌터되다,테크니카,퓨전,남자,153945,3905,31 ,40
전개를숨기는마법사,비벗,현대판타지 퓨전,남자,16258,533,30 ,20
외계에서물건을받는소년,비먹는괴물,현대판타지 퓨전,남자,671,8,14 ,20
외계에서물건을받는소년,비먹는괴물,현대판타지 퓨전,남자,671,8,14 ,20
습작개직수,개직수,게임 퓨전,남자,10,0,0 ,20
GateKeeper-문의관리자-,Heinen,라이트노벨 판타지,남자,174,0,16 ,20
내꿈을위하여!!,jdh5413,퓨전 판타지,남자,53,0,5 ,20
내꿈을위하여!!,jdh5413,퓨전 판타지,남자,53,0,5 ,20
헬리안투스,jjj0080,SF 공포·미스테리,남자,13,0,1 ,20
재벌계의빌런,두방망이,현대판타지 퓨전,여자,80,0,1 ,20
내무공넘사벽!,장진백,퓨전 현대판타지,남자,581124,7810,175 ,40
레전드어스온라인,냐옹소리,게임 판타지,남자,71,1,3 ,10
9급맨,햇hat,라이트노벨 일반소설,남자,423,6,3 ,20
신담,n8029_wo..,판타지 퓨전,남자,170,0,1 ,20
인어공주의언니에게빙의...,하얀마루,로맨스 판타지,남자,60,0,1 ,10
4차원의사정:Canvas,XeneSynt..,SF 판타지,남자,1658,24,27 ,20
고통의연쇄,고행1,판타지 전쟁·밀리터리,남자,179,0,9 ,20
천년야망,서효원,무협,남자,18557,126,124 ,50
검의일생,진마(眞魔),판타지 일반소설,남자,27,0,1 ,20
드래곤즈리퀘스트,레맑,판타지 게임,남자,144,2,2 ,20
룬의노래는검에깃든다,xiles,판타지 전쟁·밀리터리,남자,6585,81,59 ,10
룬의노래는검에깃든다,xiles,판타지 전쟁·밀리터리,남자,6585,81,59 ,10
차원여행자의수정일지,FreeDine,판타지,남자,27,0,1 ,50
맨송맨송한하루,별주,로맨스,여자,87,0,7 ,10
맨송맨송한하루,별주,로맨스,여자,87,0,7 ,10
연화:1화슬픈사랑,JGniy,대체역사 로맨스,남자,62,0,3 ,30
내인생은균열이였다.,t8172464,현대판타지,남자,33,0,1 ,10
살인청부카페,강정탄,판타지,남자,273,6,4 ,50
인간의바다,랄니오,라이트노벨 일반소설,남자,134,0,6 ,20
네크로마스터,1192,판타지 게임,남자,436,13,6 ,10
킬러조무사,287000,현대판타지,남자,31623,1434,53 ,40
스바딜파리,소년작가04,판타지 현대판타지,남자,23,0,1 ,10
사생결단(似笙決亶),chamoil,무협 BL,남자,46,3,1 ,50
루니아2세,동방리,퓨전 판타지,남자,20,1,1 ,30
루니아2세,동방리,퓨전 판타지,남자,20,1,1 ,30
안녕신,Cubesuge..,현대판타지 라이트노벨,남자,52,0,3 ,10
내가키운메이저리거,보리네집사,스포츠 현대판타지,남자,840717,24943,252 ,40
은신해서LIVE방송,희치,현대판타지 퓨전,남자,321929,7487,86 ,40
선천적양다리증후군,미로로,로맨스,남자,208,0,6 ,40
그놈들과추억의장소,adzxvs44..,로맨스 판타지,여자,515,0,11 ,20
아직정하지못함.,reran,판타지 로맨스,남자,1597,2,22 ,30
아직정하지못함.,reran,판타지 로맨스,남자,1597,2,22 ,30
너에게스며들다.,cksgml54,일반소설 중·단편,남자,101,0,3 ,20
너에게스며들다.,cksgml54,일반소설 중·단편,남자,101,0,3 ,20
엘린(Elin),chl5464,로맨스 판타지,여자,37,0,1 ,20
천인혈[E],우각,무협,남자,2692,70,24 ,50
명왕전기(1부2부3부)[E],우각,무협,남자,33702,595,60 ,50
검존[E],김의성,무협,남자,4009,43,21 ,50
무공을나눠주마[E],자운곡,무협,남자,335,2,30 ,50
한민족프로젝트[E],스테판,현대판타지 판타지,남자,8359,134,21 ,50
이세계에서온리치왕,고설,판타지 일반소설,남자,928,10,10 ,20
이래봬도흉신입니다만?,유목,퓨전 현대판타지,남자,5004,125,12 ,10
탑레전드신역대급마스...,뭇찌,현대판타지 퓨전,남자,1650,50,6 ,20
지구를재활용하다[E],두경,현대판타지 판타지,남자,66379,1136,36 ,40
나는살아남겠다,destress..,무협,남자,84,0,2 ,50
NoBadMan,페토J,게임 판타지,남자,15,0,1 ,20
나혼자구인류,민트호빵,현대판타지,남자,33668,508,64 ,40
항상가까이,mbcz115,공포·미스테리 추리,여자,17,1,1 ,20
서번트증후군,KillerJo,현대판타지 일반소설,남자,131517,2331,140 ,40
1111111,culah,무협,남자,34,0,1 ,10
1111111,culah,무협,남자,34,0,1 ,10
나의프랑스외인부대도전기!,joonpseo..,시·수필 중·단편,남자,107,3,1 ,10
이세계에갇힌아들을구하...,기병대장,판타지 퓨전,남자,81,2,6 ,50
이세계에갇힌아들을구하...,기병대장,판타지 퓨전,남자,81,2,6 ,50
천인혈,우각,무협,남자,82059,1035,200 ,50
명왕전기[1부2부3부],우각,무협,남자,149873,1694,500 ,50
비와바다의아이,별과여우,판타지 퓨전,남자,0,0,0 ,20
진도와도진,alswnd50..,중·단편 BL,남자,23,0,1 ,10
인형사(TheDollMaster),늘어진치즈,라이트노벨 현대판타지,남자,31,0,1 ,10
마녀입니다!,환뚜,라이트노벨 현대판타지,남자,366,1,11 ,10
여대마법소녀마리나리아나.,크라레트,판타지 라이트노벨,남자,2372,12,88 ,20
천마환생록,빅연,현대판타지 무협,남자,1343,14,5 ,20
삼국지임열가,퓨다이,무협 대체역사,남자,10,0,0 ,30
삼국지임열가,퓨다이,무협 대체역사,남자,10,0,0 ,30
공작가셋째아들,소수림,판타지 퓨전,남자,1566061,32745,189 ,40
LV99평내동마법사,내세,판타지 퓨전,남자,11966,209,44 ,40
드론이지키는것은동물애...,tarae,SF 현대판타지,남자,110,0,2 ,20
판타지마스터이건호,갑갑류,퓨전 판타지,남자,15642,531,24 ,40
작가사(게임판타지),평범한일상,게임 판타지,남자,87,0,3 ,20
킹오브월드클래스,유크라,판타지,남자,4045,25,117 ,20
용사님의사진기사,비비빗비,판타지,남자,0,0,0 ,10
EM,뚁땽해,퓨전 판타지,남자,51,0,1 ,20
EM,뚁땽해,퓨전 판타지,남자,51,0,1 ,20
꼴통너를지켜줄께,민트조아,판타지 로맨스,남자,783,18,17 ,10
그황혼에서사는법,몽상가현,판타지,남자,11075,321,208 ,10
막생(莫生),막생(莫生),무협 대체역사,남자,6995,67,1 ,50
지옥에서귀환한절대자,늑대초,현대판타지,남자,3655,84,15 ,10
단편작모음,키미스,중·단편 시·수필,여자,50,0,1 ,10
지옥에서아공간,기교만,판타지,남자,406,6,4 ,40
하퍼,타와,판타지,남자,12392,299,73 ,50
미세픽[E],이르스,현대판타지,남자,6165,90,15 ,40
구세의각성자,진청은,현대판타지 게임,남자,66,0,2 ,20
노예소년은북쪽으로향한다,leeduq,판타지,남자,106,0,1 ,20
저승사자한성우(결정자들...,Han.D,현대판타지,남자,12827,187,57 ,40
나는천살성이다[E],퓨전사,무협,남자,4760,33,18 ,20
나는천살성이다[E],퓨전사,무협,남자,4760,33,18 ,20
마음에안들어서그랬다.,손버둥,퓨전 판타지,남자,551,0,16 ,30
마음에안들어서그랬다.,손버둥,퓨전 판타지,남자,551,0,16 ,30
멜리시아숲의매,littleha..,판타지 로맨스,여자,67,3,0 ,30
SSS대마법사돌아오다.,t8172464,퓨전,남자,35875,531,31 ,10
SSS대마법사돌아오다.,t8172464,퓨전,남자,35875,531,31 ,10
무당환생,토용,무협,남자,157223,3477,14 ,50
귀의세계,에이리스,판타지 라이트노벨,남자,48,0,3 ,20
음월[陰月],음월[陰月],판타지 전쟁·밀리터리,남자,172,0,2 ,30
갓블러드.블라블라뱀파이...,moulds,현대판타지,남자,157,0,3 ,30
두번째달:로렌시아제...,LMYoun,판타지,남자,22615,298,148 ,50
믿음직한1승카드,lnX,스포츠 현대판타지,남자,420572,7113,152 ,40
생존만으로는부족해.[E],까막선생,퓨전 현대판타지,남자,2170,56,18 ,40
아일랜드비스,cheezeca..,게임 판타지,남자,24,0,2 ,20
아일랜드비스,cheezeca..,게임 판타지,남자,24,0,2 ,20
찍기의달인,Mr.블랙,현대판타지,남자,829659,15938,79 ,40
No.312대던전시대,감몽,현대판타지 판타지,남자,103,0,4 ,10
건국기[E],여백지기,판타지,남자,1796,29,24 ,50
건국기[E],여백지기,판타지,남자,1796,29,24 ,50
톱스타?가즈아!,한지훈,현대판타지 판타지,남자,51598,1037,19 ,40
대종사레이드!,카이첼,무협 퓨전,남자,31285,745,22 ,30
무신탄생,장형욱,무협,남자,2112544,59373,226 ,30
마녀사냥-불신의세계,gyeomi,판타지 퓨전,남자,10223,18,148 ,20
백작가의환생먼치킨,눈과눈,판타지 퓨전,남자,721,13,3 ,10
백작가의환생먼치킨,눈과눈,판타지 퓨전,남자,721,13,3 ,10
가문을일으켜보렵니다,까막선생,판타지,남자,21814,403,17 ,50
별무리시집:그대의미소,syrius,시·수필,남자,356,0,12 ,30
별무리시집:당신의뒷모습,syrius,시·수필,남자,1061,1,30 ,30
별무리시집:짧은이야기,syrius,시·수필,남자,30,0,1 ,20
TheWanderer,diddudwn..,판타지,남자,49,0,2 ,20
T.L,메이플현질,일반소설,남자,1188,21,17 ,50
中華英雄傳說(중화영웅전설),朱雲(주운),무협 대체역사,남자,9123,38,17 ,50
영성전쟁(靈性戰爭)운영기,뚁땽해,퓨전 게임,남자,196,0,4 ,20
내가나로변할때,미루이,일반소설 로맨스,남자,805,12,4 ,20
내가나로변할때,미루이,일반소설 로맨스,남자,805,12,4 ,20
신테니스황제[E],리켄스,스포츠 게임,남자,9859,151,27 ,30
간극,글산,퓨전 판타지,남자,15,0,1 ,20
끝나지않는이야기,jhcomic,판타지 퓨전,남자,966,0,24 ,30
언더월드Underworld,이슬먹은눈물,판타지 게임,남자,23321,479,182 ,40
술마시다각성한SSS급던...,장홍,현대판타지 퓨전,남자,719874,17621,127 ,40
지장대공,설봉,무협 대체역사,남자,47442,497,300 ,50
지장대공,설봉,무협 대체역사,남자,47442,497,300 ,50
그손을잡고싶다면,훼룡,로맨스 판타지,남자,93,0,4 ,10
마를린호순항중(가제),하마티온,판타지,남자,415,9,9 ,30
마를린호순항중(가제),하마티온,판타지,남자,415,9,9 ,30
유비파는헌터님,무뢰한나,퓨전,남자,31,0,1 ,40
유비파는헌터님,무뢰한나,퓨전,남자,31,0,1 ,40
[페이트fate]페이트피닌술라,린카요,팬픽·패러디 판타지,남자,287,5,12 ,20
[페이트fate]페이트피닌술라,린카요,팬픽·패러디 판타지,남자,287,5,12 ,20
