title,author,genre,sex,view,recommandation_count,total_serial_num,preferred_age
방과후심령활동,JIN소드,공포·미스테리 라이트노벨,남자,2376,24,9 ,20
항해,독영운,SF 퓨전,남자,130,0,1 ,20
기담설화(奇炎說話),유소아,현대판타지 라이트노벨,여자,3199,18,16 ,20
기담설화(奇炎說話),유소아,현대판타지 라이트노벨,여자,3199,18,16 ,20
위대한여정(SpaceofJus...,상상공장,SF 현대판타지,남자,460,2,13 ,40
드림캐쳐(DREAMCATCHER)-꿈...,검정까마귀,현대판타지 로맨스,남자,990,0,7 ,40
호기심이었을뿐이었어,헬둠이무,공포·미스테리 추리,남자,1555,0,7 ,30
샤머니스트(Shamanist),박력,퓨전 현대판타지,남자,342581,11341,109 ,30
크레타파크,김지훈,일반소설,남자,226,14,25 ,40
페인인사이드리저렉션,소다이,게임 라이트노벨,남자,89,0,1 ,30
티게르,김시온,중·단편 퓨전,남자,517,12,8 ,20
그라니트:용들의땅,이경영,판타지 SF,남자,189089,12210,479 ,30
정글러(jungler),민재,현대판타지,남자,940081,27993,188 ,30
칼날[헌팅블레이드],KarlLee,현대판타지,남자,494408,16762,125 ,40
망원경콤플렉스,박상화,일반소설 무협,남자,288,5,1 ,20
여우와두루미,틀린글자,퓨전 판타지,남자,96926,2582,121 ,20
패시저(passager),아유진,현대판타지 중·단편,남자,2338,35,9 ,20
마성의남자,朴지휴,로맨스 판타지,남자,3754,3,7 ,40
다인슬레프,Glutton,판타지,남자,69,1,1 ,30
나는초절정고수다.,독영운,현대판타지 퓨전,남자,1054,3,2 ,40
[해리포터]TheHeirofHuf...,에그토스트,팬픽·패러디 로맨스,같음,1885,16,3 ,10
우리는이세계를다알고있다,한(瀚),현대판타지 판타지,남자,133,0,1 ,20
던전에서시작하는세계정복,iwas,판타지 라이트노벨,남자,417,2,1 ,20
처음뵙겠습니다.네주인...,비보호,로맨스 판타지,남자,1001,0,4 ,30
까마귀와모래시계,레이브란,판타지 로맨스,남자,19633,208,91 ,10
흩어지는계절,Mechante,라이트노벨 일반소설,여자,2439,13,9 ,20
흩어지는계절,Mechante,라이트노벨 일반소설,여자,2439,13,9 ,20
강철의여동생,백사향,라이트노벨 중·단편,남자,1930,15,5 ,40
봄의전날,자인.,판타지 드라마,남자,160,0,5 ,20
알레그라(Allegra),제니아.,SF 로맨스,남자,1671,8,0 ,40
본능의시대,조세린,현대판타지 판타지,남자,865768,30149,251 ,40
하급마족,astonish..,퓨전 판타지,남자,461,0,2 ,30
아트라미아황립아카데미,Bearon,판타지,남자,1189,9,5 ,10
아트라미아황립아카데미,Bearon,판타지,남자,1189,9,5 ,10
이것저것.,대자,중·단편 시·수필,남자,1264,4,9 ,20
커넥터(Connector),고두열,현대판타지 퓨전,남자,1339511,45664,201 ,30
영혼거래cafeAmethyst,담초령,현대판타지 판타지,남자,1606,13,9 ,30
브로큰맨,노릇,현대판타지,남자,1242,21,4 ,30
어둠그리고,꿈을꾸는새,현대판타지 무협,남자,36997,3111,82 ,30
계약하겠어,기묘n쏭,게임 현대판타지,남자,181469,7854,67 ,30
여행:넷과둘의여로(旅路),MrJones,판타지,남자,2272,49,13 ,30
여행:넷과둘의여로(旅路),MrJones,판타지,남자,2272,49,13 ,30
마스터피스(MASTERPIECE),다원.,현대판타지 퓨전,남자,1589677,54659,151 ,30
위버멘쉬,김백호,스포츠,남자,597597,19496,148 ,30
ACapriccio,김세원,일반소설,남자,8918,118,48 ,40
내여신님은MYWORLD에서...,세이나,판타지 게임,남자,3229,15,12 ,20
ManTheRest,위운,현대판타지 판타지,남자,4449,38,17 ,20
살아있는영혼들의세계,하시안,판타지,같음,53,1,1 ,20
아벨(Abel),장미칼,게임 현대판타지,남자,4676,79,17 ,20
용사로소환되었지만육체노...,아빠가마왕,게임 판타지,남자,56347,1472,63 ,30
무적사제,괴인h,무협,남자,1276307,48762,321 ,30
밤을걷는자의꿈,이진윤,현대판타지 판타지,남자,2800,50,17 ,30
셰리프K,Edger,SF 전쟁·밀리터리,남자,241,0,3 ,30
웰컴투마나월드,삶의유희,현대판타지 퓨전,남자,424765,9815,158 ,40
데스티니와치,장미칼,판타지 라이트노벨,남자,1406,12,18 ,20
이세계신의(神醫),어둠의조이,퓨전 판타지,남자,253618,8639,0 ,30
삼월류.(三月劉),SUYN,판타지 게임,남자,59,0,1 ,30
성녀-미용기사(美龍騎士),하얀초록,판타지,남자,6692,74,23 ,20
화산도절,두예,무협,남자,26185,892,47 ,50
나한연대기,홍작가,판타지 드라마,남자,5935,210,32 ,30
도적9-골든크로스1부,칼라고,판타지 퓨전,남자,3463,23,19 ,30
기프티드(Gifted),인현군,현대판타지 퓨전,남자,68931,1905,45 ,40
드론(drone),맘세하루,일반소설 현대판타지,남자,118534,3377,93 ,40
히파티아컬렉션,맥거핀이다,퓨전 대체역사,남자,408,0,3 ,30
노벰버레인,다스게일,현대판타지 SF,남자,292926,11278,85 ,30
노벰버레인,다스게일,현대판타지 SF,남자,292926,11278,85 ,30
소환수양성학교:베니키아,윤기람,판타지 라이트노벨,남자,179,0,2 ,20
현대갑질,LunStell..,현대판타지 판타지,남자,1048578,16010,227 ,40
대공리턴,하영민,판타지 퓨전,남자,1855054,60978,252 ,30
대공리턴,하영민,판타지 퓨전,남자,1855054,60978,252 ,30
BRR(bloodredroad),전선비,판타지 퓨전,남자,6825,87,29 ,30
침묵의대변자(Advocateof...,화사,추리 드라마,남자,17644,165,28 ,50
헤드샷!,설랑(雪狼),현대판타지 스포츠,남자,291710,8300,322 ,40
삼룡기졸병연의,김환인,전쟁·밀리터리 대체역사,남자,2341,27,0 ,20
능력추출사,하은성재,판타지 현대판타지,남자,186032,6080,103 ,30
신라비사처용,호헤이트,무협 판타지,남자,550,0,2 ,30
베일(veil),owlpark,판타지,남자,630,13,12 ,10
우물안의전야제,궤짝,현대판타지 퓨전,남자,1939,2,11 ,20
광풍제월,만상조,무협,남자,516315,22860,0 ,20
49재,레벨맥스,로맨스 현대판타지,남자,6545,45,22 ,40
데이브,나이스카,현대판타지 SF,남자,60251,873,81 ,40
알드니의방주,택일,판타지,남자,12367,340,24 ,30
아스티만대륙연대기,형풍풍,판타지 퓨전,남자,1206,4,4 ,20
히어로메이커,마지막한자,현대판타지 퓨전,남자,3927888,143497,252 ,30
미신,수투,판타지 현대판타지,남자,1404,17,6 ,20
트윈연대기,애플주스,판타지 드라마,남자,13542,202,57 ,50
소천현세(小天現世),벚꽃무니,무협,남자,14315,446,25 ,50
나르의세상,여리S2,추리 로맨스,남자,173,0,1 ,20
리겔의불꽃,Ceii,판타지,남자,4929,609,7 ,30
얼음의아리시아,을령,판타지,남자,36300,775,72 ,40
언빌리버블[hero],없다니깐,현대판타지 퓨전,남자,5859,108,1 ,40
버벌브레이크,방촌동떡볶,드라마 공포·미스테리,남자,271,1,2 ,20
그대눈을뜨는곳에,Larimar,판타지,남자,4317,314,0 ,20
초끈관리자(SuperstringCo...,통통배함장,SF 현대판타지,남자,11789,297,18 ,20
퇴근전쟁,xeed,현대판타지 공포·미스테리,남자,863,23,1 ,30
DimensionArbitrator(D.A),로웰크란,판타지 퓨전,남자,102130,2135,251 ,20
DimensionArbitrator(D.A),로웰크란,판타지 퓨전,남자,102130,2135,251 ,20
f4,실용토익,현대판타지 일반소설,남자,2745,4,12 ,50
제궁(帝弓)-색동다리의인연,Jaden.KJ,로맨스,남자,65,0,3 ,20
하울링,소다인,판타지,남자,419,1,2 ,30
원소전쟁[TheElementalB...,암리타,판타지 일반소설,남자,1854,18,7 ,20
철인전기(鐵人傳記),현우K,무협,남자,122883,4049,37 ,50
사도세자의전쟁,윤관(允寬),대체역사 로맨스,남자,9043,185,45 ,40
가문의힘,소라소리,판타지 퓨전,남자,104948,2530,30 ,40
언제나화창한날,한날,드라마 로맨스,남자,1050,21,6 ,10
사신수가담항설(四神獸街談...,미인처돌이,판타지 BL,같음,256,1,1 ,10
드래곤하울링,때수건,판타지 라이트노벨,남자,8384,275,0 ,20
경험은거짓말을하지않는다.,다람쥐동생,판타지,여자,0,0,0 ,10
이하렘에는계획성이포함...,Hogu,라이트노벨,남자,2411,22,9 ,10
그는유희로살아간다.,일반인3호,판타지,남자,45883,533,132 ,10
조선독각귀전,키친치킨,판타지 퓨전,남자,9046,263,30 ,40
메모리서페이서,firewear,현대판타지 일반소설,남자,146,1,1 ,30
영혼의송곳니,DrKei,판타지 현대판타지,남자,0,0,0 ,40
나보다너너보다우리,J.C.Joon,판타지 로맨스,남자,902,3,4 ,30
크로니클(Chronicle),PEI,판타지 라이트노벨,남자,103,0,2 ,20
모험가이야기,환몽왕,판타지 무협,남자,38239,775,81 ,30
"무궁화꽃이피었습니다",이빨고래,현대판타지,남자,277,2,1 ,20
회사에서의로맨스는,초록용용이,로맨스,남자,24019,199,65 ,40
영웅환생시대,훈장.,판타지 대체역사,남자,9062,27,39 ,30
영웅환생시대,훈장.,판타지 대체역사,남자,9062,27,39 ,30
회색날개,문댕이,판타지 일반소설,남자,528,2,6 ,20
회색날개,문댕이,판타지 일반소설,남자,528,2,6 ,20
나는너에게너는나에게,키르쉐,로맨스 중·단편,여자,185,3,2 ,30
차원&사업,오늘도요,퓨전 판타지,남자,899281,36850,129 ,30
멀린즈코어-Merlin'score,리아니,판타지 현대판타지,남자,1590,21,10 ,40
펜탱글:별의수호자,감성쟁이,판타지 퓨전,남자,176,5,2 ,30
푸른유리공그림자속의빛,모든생,SF 판타지,남자,4167,181,13 ,50
푸른유리공그림자속의빛,모든생,SF 판타지,남자,4167,181,13 ,50
Autodestruction,Runic,현대판타지 연극·시나리오,남자,121,0,1 ,30
비밀의소설책,Pylon,중·단편 판타지,남자,84,3,2 ,20
태초에희망이있었다.,한국사코디,퓨전 라이트노벨,남자,82,0,1 ,50
댕기,보배9,일반소설 중·단편,여자,213,1,1 ,40
집착,보배9,드라마 연극·시나리오,남자,2530,13,12 ,40
태엽시계,보배9,판타지 추리,여자,9702,0,98 ,40
Riot,Rizxia,현대판타지 전쟁·밀리터리,남자,11758,27,30 ,40
Riot,Rizxia,현대판타지 전쟁·밀리터리,남자,11758,27,30 ,40
흑백사진,보배9,연극·시나리오 드라마,남자,2197,19,19 ,40
미완성시나리오,보배9,일반소설 중·단편,남자,198,1,1 ,40
인연일까요?,두루구슬,로맨스,여자,1805,5,8 ,30
의천소멸기(倚天消滅記)-...,방소봉,판타지 무협,남자,76841,1970,51 ,50
킹아재,히피다,게임 판타지,남자,481,4,2 ,20
역천지내경,야생화,무협,남자,497815,23020,300 ,50
신인류의한방(韓方),세제소,대체역사 판타지,남자,28540,723,33 ,40
히어로퀘스트,미스터J,게임 현대판타지,남자,311961,9679,78 ,20
호랑이는울음을터트린다.,월광사수,퓨전 판타지,남자,102,0,1 ,10
용산던전탐험기,pilza2,판타지,남자,21729,246,43 ,40
엔시스,Gioto,게임 판타지,남자,181,1,3 ,10
학교전쟁,우타하,퓨전 판타지,남자,1391,6,4 ,10
내사랑꼬마여우여우비!,폭풍글쟁이,라이트노벨 로맨스,남자,10336,155,29 ,30
되돌아오지않는검,다크코스모,판타지,남자,751,6,7 ,30
철혈대제,소설의광장,판타지 전쟁·밀리터리,남자,1663,21,5 ,40
일곱왕의판타지,쿠쿤찹,판타지,남자,0,0,0 ,20
텃밭에엘프,돌출,로맨스 현대판타지,남자,131958,3607,56 ,30
신들의왕:인턴,회사원X,현대판타지 퓨전,남자,317,15,2 ,20
촌놈이왔다.,홍호,드라마 로맨스,남자,143,5,1 ,30
"광"(光廣曠),무한자아,퓨전 판타지,남자,4212,15,21 ,30
"광"(光廣曠),무한자아,퓨전 판타지,남자,4212,15,21 ,30
뒷골목정보수집가,Lein[A],추리 공포·미스테리,남자,120,3,1 ,10
수능날지구멸망,잉여한,라이트노벨 SF,남자,32274,307,120 ,40
그림자들의도시,빨간눈물,일반소설 로맨스,남자,1171,0,11 ,20
구름의전설,시니피에,판타지 대체역사,남자,6703,13,33 ,30
진혼의기사(Knightofreq...,설랑(雪狼),판타지 퓨전,남자,25819,426,32 ,40
어느용병이야기,W.D.로우,현대판타지 전쟁·밀리터리,남자,141168,3942,35 ,40
이능력자-강철의군주-,이가후,현대판타지,남자,778524,18781,131 ,30
내가어떻게로맨스를써,밝은스텔라,일반소설 드라마,남자,9704,235,10 ,30
귀환마이스터[E],서야(書夜),현대판타지,남자,22958,241,21 ,40
로열로더(Royalroader)[E],이희호,퓨전 판타지,남자,5373,74,21 ,40
TouchyourSmile.,피아노머신,로맨스 판타지,남자,691,9,12 ,20
우리동네탱커,월문선,현대판타지 판타지,남자,1141084,33108,278 ,30
우리동네탱커,월문선,현대판타지 판타지,남자,1141084,33108,278 ,30
계약직마법사,데오그란트,현대판타지 퓨전,남자,545616,17593,120 ,30
럭키프레지던트,야우사,현대판타지 퓨전,남자,641311,19184,253 ,40
빛과어둠의경계,히피다,일반소설 로맨스,남자,212,0,1 ,20
어느날내인생에좀비가...,선과악사이,라이트노벨 판타지,남자,975,2,4 ,20
얼음령(領),GeorgeJo,로맨스 라이트노벨,남자,40,0,1 ,10
용사란?,박트루,판타지,남자,5914,22,29 ,30
용사란?,박트루,판타지,남자,5914,22,29 ,30
데자뷰,BIRD39,공포·미스테리 중·단편,남자,156,2,2 ,10
오르페우스,이아현,판타지 로맨스,여자,322,6,5 ,20
벽,엽수,판타지,남자,262,0,4 ,30
지하미궁,새벽의바람,게임 판타지,남자,663,0,4 ,20
환마검사,갈드,현대판타지 게임,남자,107382,2816,103 ,30
꿈의완결,여왕토끼,중·단편 현대판타지,여자,289,3,2 ,10
사랑과사랑을이어주는남...,손수다,로맨스 현대판타지,여자,6167,22,16 ,40
미노타우로스의전설,타이쿤1,퓨전 현대판타지,남자,9826,95,25 ,40
더스트[DUST],글라딘,퓨전 현대판타지,남자,2660398,92943,266 ,30
퍼펙트에볼루션(PerfectE...,KisaK,SF 현대판타지,남자,8669,486,0 ,40
차원고래(아레보스1성-지구편),레버넌트,판타지 현대판타지,남자,187,1,1 ,20
D월드,현보리,판타지 퓨전,남자,532,2,4 ,20
마왕그리고용사,영무몽,판타지,남자,3921,28,15 ,30
마왕의그녀,세르벵,로맨스 판타지,여자,175,1,1 ,50
마왕의그녀,세르벵,로맨스 판타지,여자,175,1,1 ,50
test소설,이재야,공포·미스테리,남자,0,0,0 ,20
루키즘,예블리,드라마 로맨스,여자,82,2,1 ,20
오늘도당신의세계는안전...,무슈M,현대판타지 퓨전,남자,809,13,11 ,20
세번째손단편선,세번째손,공포·미스테리,남자,250,0,1 ,20
세번째손단편선,세번째손,공포·미스테리,남자,250,0,1 ,20
의식의계승,돼지돼지임,판타지 퓨전,남자,108,0,2 ,10
흑무희(黑武姬),Noey,판타지 SF,남자,498,0,9 ,20
식인로봇RK,사설탐정H,라이트노벨 SF,남자,1132,3,5 ,30
식인로봇RK,사설탐정H,라이트노벨 SF,남자,1132,3,5 ,30
바바리안,성상현,현대판타지,남자,1145772,36174,213 ,30
스틱스,비령飛影,판타지,남자,77,0,1 ,20
사냥개,끼적,추리 일반소설,남자,0,0,0 ,30
널이해해,겁구혠,시·수필 중·단편,여자,266,0,2 ,10
데이러너,소다인,현대판타지,남자,51,0,1 ,20
3일(저승사자와손잡다),구팔구칠,현대판타지,남자,138,0,2 ,20
1등급사회,세얼간이,공포·미스테리 추리,남자,235,0,2 ,10
너의의미,아탄,판타지 퓨전,여자,93,0,1 ,10
저기....실례지만도를믿...,DWS,라이트노벨 현대판타지,남자,760,5,4 ,20
스켈레톤의이계생존기,아빠가마왕,판타지 라이트노벨,남자,2268,28,6 ,10
람의계승자,저스연,판타지 전쟁·밀리터리,남자,348130,10754,345 ,30
어린왕자의꽃,온천우,팬픽·패러디 아동소설·동화,남자,132,1,1 ,10
CAPERS초월주의연합,caper,현대판타지 SF,남자,9420,89,29 ,40
금산전,성청,무협,남자,1586,36,4 ,50
런닝타임,이소린,판타지,같음,39,0,1 ,10
경공의달인[E],앤서,무협,남자,2797,64,15 ,50
빛나는재능,공깃,현대판타지,남자,953853,33298,150 ,30
필요(need),아유진,일반소설 중·단편,여자,232,6,2 ,20
한끗차이,푱이,로맨스,여자,1064,0,6 ,30
연극부입니다!,초코덕거루,퓨전 현대판타지,남자,86,0,1 ,20
왕실의변견리안,시안운,판타지 일반소설,여자,72,0,6 ,10
크라운마법학교,2차원,판타지 로맨스,여자,529,5,3 ,10
WORLDINTHEGAME,바감,판타지 게임,남자,3460,28,22 ,40
이고깽STOP!,Glutton,라이트노벨 판타지,남자,127,0,1 ,10
some,빛랑,로맨스 라이트노벨,같음,139,0,1 ,10
some,빛랑,로맨스 라이트노벨,같음,139,0,1 ,10
화양연화(花樣年華),헬레나라엘,로맨스 연극·시나리오,여자,0,0,0 ,30
DEPTH,아스힘,현대판타지,남자,92,2,2 ,20
영과혼을인도하는자,이승,판타지 로맨스,같음,119,6,1 ,50
그놈이돌아왔다!,평범되기,로맨스 라이트노벨,남자,64,4,0 ,30
espressione,MpuouqM,판타지 일반소설,여자,58,0,1 ,10
세계수이야기,rumeikin,판타지,남자,797,0,4 ,20
EternalNations,이디쉬,SF,남자,125,5,3 ,30
하늘에전하는나의고백,LeeSM,일반소설,남자,193,11,3 ,10
이대로는신작라노베를쓸...,김태신,라이트노벨 로맨스,남자,8633,116,16 ,20
GunmetalWolf,E.K.Als,판타지 현대판타지,남자,7341,68,34 ,40
대서문세가(大西門世家)(E),약선(若善),무협,남자,3974,55,18 ,50
천사가너무해,진덕,판타지 퓨전,남자,78,0,2 ,30
천사가너무해,진덕,판타지 퓨전,남자,78,0,2 ,30
마족국가건설기(부제:...,세포생물학,판타지 무협,남자,397,2,1 ,20
시대의경계에서노니는자,주공자,퓨전 대체역사,남자,7900,32,29 ,30
피의왕관,상프렌토,공포·미스테리,남자,16,0,0 ,20
날아라병아리,곤돌씨,드라마,여자,75,0,1 ,30
Manathorium's,닉무,라이트노벨 현대판타지,남자,1071,1,17 ,20
스타투스타,닉무,라이트노벨 팬픽·패러디,남자,1626,12,8 ,20
생존과진보의연대기,큐담,판타지,남자,40505,689,117 ,40
난봉꾼이야기,소이소스,판타지,같음,0,0,0 ,10
링크커터,곰자,SF 판타지,남자,225,0,2 ,20
예기치못한여행,나쁜사람,일반소설 공포·미스테리,남자,95,0,3 ,30
D.K이야기,듀얼won,게임 전쟁·밀리터리,남자,54660,238,84 ,40
내남친은대악마,지구토끼,판타지 로맨스,남자,153,1,1 ,10
달콤하고쫄깃하기,보름달덩이,로맨스,남자,570,2,5 ,30
끝나지않는밤에,이만총총,판타지 퓨전,남자,74,0,1 ,30
끝나지않는밤에,이만총총,판타지 퓨전,남자,74,0,1 ,30
여자는모르는그남자의...,찌질남,로맨스,남자,257,1,1 ,30
세상의비밀,언늘,판타지,남자,56564,1300,119 ,30
인형의집:꿈속에서영원히,기니피그쨩,공포·미스테리 중·단편,여자,109,0,0 ,10
석두마공(石頭魔功),륵마,무협,남자,628,4,2 ,40
하우스,GreenPen,퓨전 판타지,남자,0,0,0 ,10
하우스,GreenPen,퓨전 판타지,남자,0,0,0 ,10
블러디문(BloodyMoon)_혼...,뾰뿅,판타지 로맨스,남자,916,24,0 ,20
좀비메트로네오,스테파노1,SF 공포·미스테리,남자,56410,1495,129 ,40
책방골목,만둘기,중·단편 SF,남자,6813,107,0 ,40
블랙스토리,오렌지트리,로맨스 판타지,남자,1772,12,9 ,40
스푸마토,이십오,로맨스 공포·미스테리,여자,0,0,0 ,30
메르헬판타지아,카이우스,판타지,남자,120,2,1 ,30
현대마법학개론[간단하게...,폭풍글쟁이,퓨전 현대판타지,남자,1626,22,5 ,10
상처가아무는시간,하늘소8634,일반소설 로맨스,여자,0,0,0 ,30
천공의아레나,지구토끼,판타지 전쟁·밀리터리,남자,435,4,1 ,20
천사와의1000간의동거,묵월야,로맨스 현대판타지,남자,222,0,2 ,10
이레귤러는의욕이없습니다.,쓰위쁘뜨,라이트노벨 판타지,남자,1108,1,7 ,30
킹오브다크니스,하르네이아,퓨전 판타지,남자,4881,51,25 ,20
고민발견,설온,중·단편 판타지,남자,868,3,4 ,20
소학생,갱신,연극·시나리오 일반소설,여자,5108,71,21 ,20
소환사의협곡에오신것을...,백사향,라이트노벨 중·단편,남자,20952,332,45 ,20
내집에서살래?,홍화씨,로맨스,남자,323,1,2 ,20
헌터전설,소류하,현대판타지 판타지,남자,9906,190,8 ,40
풍운사일[E],박선우,무협,남자,15566,306,24 ,50
결혼의조건[E],박선우,일반소설,남자,11655,211,11 ,50
결혼의조건[E],박선우,일반소설,남자,11655,211,11 ,50
돌아온한남자,성청,게임,남자,19867,179,29 ,40
Nemesis,StarSpea..,게임 판타지,남자,29,0,1 ,20
괴수처럼[E],파르나르,현대판타지 SF,남자,43427,1216,34 ,30
너와빛아래에서,김마서,로맨스 드라마,여자,57,0,1 ,10
재림,허리욜,현대판타지 퓨전,남자,354,2,1 ,20
재림,허리욜,현대판타지 퓨전,남자,354,2,1 ,20
인간과고스트,마호씨,판타지 현대판타지,여자,254,2,2 ,10
인간과고스트,마호씨,판타지 현대판타지,여자,254,2,2 ,10
Mr.유,ibelive,판타지 로맨스,여자,597,2,9 ,20
성역의쿵푸,이리강,현대판타지 퓨전,남자,6152034,186361,446 ,30
심청이의모험,하얀초록,아동소설·동화 퓨전,남자,1983,14,6 ,20
테스트용입니다.내용없습...,쏘옹,게임 현대판타지,남자,0,0,0 ,20
무술하는늑대여우를쫓다.,카이신,일반소설 중·단편,남자,32228,958,37 ,40
무술하는늑대여우를쫓다.,카이신,일반소설 중·단편,남자,32228,958,37 ,40
퇴근길,이치리,현대판타지 공포·미스테리,남자,315,4,1 ,40
DUO,수분,판타지,남자,482,3,3 ,20
매혹(수필),J완,시·수필,남자,967,16,4 ,50
금빛광채를띤달빛아래에서,LIRANA,판타지 일반소설,여자,0,0,0 ,30
제국의여마법사,검고양이,판타지 전쟁·밀리터리,남자,146203,1515,265 ,40
퍼플,봄의달빛,현대판타지 SF,남자,0,0,0 ,20
바다에서의삶4,41차원,일반소설 중·단편,남자,176,4,3 ,30
CANCER,Erhi,판타지 현대판타지,같음,97,2,1 ,10
음레벨의네크로,케세라,게임 퓨전,남자,4135,38,10 ,10
21C마인[E],일우,현대판타지,남자,4782,63,18 ,50
OutOfMan,pascal,일반소설 중·단편,남자,4170,23,22 ,20
퍼펙트헌터,김진우™,현대판타지 판타지,남자,1432438,28567,193 ,30
신의무구,마소소,현대판타지 판타지,남자,2665,36,9 ,40
데미(Demi)기사단-흑자(...,꿈에美친희,현대판타지 로맨스,여자,1465,68,12 ,20
유일한적수,이채영,로맨스,여자,414,4,49 ,50
그남자의계략,이채영,로맨스,남자,4875,260,45 ,30
괴담그이후에,iwas,현대판타지 라이트노벨,남자,320,1,3 ,20
필연적..,고등어찜,일반소설,남자,6278,11,35 ,30
무림수호대,mrkwang,퓨전 무협,남자,52039,1585,46 ,40
멸의기공사,멸각,무협 판타지,남자,0,0,0 ,50
초인류(超人類),초인류,퓨전 판타지,남자,901,0,23 ,40
TheTimeTeleporter,멍갈공명,SF 현대판타지,남자,415,3,5 ,10
귀환헌터,권하율,퓨전 현대판타지,남자,1189071,31186,110 ,30
가난한뱀파이어,hago,판타지 현대판타지,여자,86,2,1 ,20
가난한뱀파이어,hago,판타지 현대판타지,여자,86,2,1 ,20
배우는것은어렵다.,남의열자별,퓨전 아동소설·동화,남자,69,0,0 ,10
밤의신기루,이호라,일반소설 로맨스,남자,196,5,1 ,50
트럼프,형부,판타지 로맨스,남자,0,0,0 ,10
해방기1부-다시타오르는...,해방전선,SF 전쟁·밀리터리,남자,1151,3,6 ,10
아이엠뱀파이어,꿈팔이소년,현대판타지 퓨전,남자,3792,65,9 ,30
Z의영역,크림소다,판타지 공포·미스테리,남자,1949,33,11 ,30
환영,푸른여우비,공포·미스테리 일반소설,남자,51,0,1 ,20
개마무사제1부조한전쟁,풍검지향,무협 대체역사,남자,3194,6,13 ,50
스펙매니저,글로버닝,현대판타지 퓨전,남자,563401,15016,100 ,30
하얀세상,Orphan,현대판타지 라이트노벨,남자,8091,82,24 ,20
취준생이있는판타지,최천,판타지,남자,62,1,1 ,20
나그네-thesilverwolf,래제,판타지 무협,남자,2523,2,10 ,20
어느늙은작가의마지막모험,O.I.,판타지,남자,228,0,2 ,20
철의인연,Lutz,판타지 로맨스,남자,102,1,0 ,20
빛어둠그리고열쇠,니에라임,판타지,여자,858,3,5 ,20
시공간의서,Dmarine,SF,남자,0,0,0 ,40
13월의겨울,Mayapril,판타지 로맨스,여자,48,0,2 ,10
눈을마주치면,懶童,일반소설,남자,1500,7,11 ,20
워킹드림,류상민,현대판타지 퓨전,남자,4073,7,32 ,20
우리들의배로서,reviewer,전쟁·밀리터리 판타지,남자,739,11,5 ,20
세번째별,될수있음됨,퓨전,여자,21,0,1 ,20
지면-Paper,CounThre..,현대판타지 SF,남자,16352,50,58 ,20
테르센트연대기,필더,판타지 퓨전,남자,20526,575,128 ,40
테르센트연대기,필더,판타지 퓨전,남자,20526,575,128 ,40
의검천추(醫劍千秋),자운곡,무협,남자,161979,7589,149 ,50
하드메탈시티즌(기동전투...,드래곤킹,SF,남자,545,5,3 ,30
플레이볼,미친사과,스포츠 판타지,남자,6920,49,14 ,40
레스,狂炎,판타지 퓨전,남자,17361,209,68 ,40
어서오세요이계아카데미에.,은톨이,퓨전 판타지,남자,851,15,9 ,10
폭군의신부,Cantaly,로맨스 판타지,여자,51,4,0 ,30
화생,휘온,무협,같음,0,0,0 ,10
나는살아있다.(iamalive),박굘,전쟁·밀리터리 현대판타지,남자,390553,10088,119 ,40
살신천하무,쿰란,무협 대체역사,남자,17407,263,35 ,50
크라스-미학의시대,유비랑,판타지,남자,4452,3,26 ,20
크라스-미학의시대,유비랑,판타지,남자,4452,3,26 ,20
해바라기,논길산책,추리 공포·미스테리,남자,0,0,0 ,30
손끝마주치다(인연),jayjin,드라마 로맨스,여자,215,1,6 ,20
쌍둥이정령왕,몽이둥이,SF 판타지,남자,251,4,1 ,10
게임재앙「부산지스타」,나루요,현대판타지 게임,남자,11030,531,31 ,30
그리나시아,블랙아우스,일반소설,남자,143,3,2 ,20
진짜나쁜놈.,비류수,현대판타지 판타지,남자,187335,5435,135 ,40
환생전설(RebirthLegend),성진(成珍),현대판타지 스포츠,남자,1489828,41313,176 ,30
엑소시스트하울링,유비랑,현대판타지 SF,남자,198,0,1 ,20
어떤세계의역사이야기,해병대원,전쟁·밀리터리 대체역사,남자,17913,291,33 ,40
dios2,chukle,판타지 SF,남자,84,0,3 ,40
가상세계(Virtualreality),크림소다,게임 판타지,남자,1916,3,8 ,30
가상세계(Virtualreality),크림소다,게임 판타지,남자,1916,3,8 ,30
황궁의꽃은누가꺾었나.,호고,로맨스 판타지,남자,5113,78,28 ,20
동풍전,청춘이,퓨전 일반소설,남자,113,2,1 ,20
사랑은사람답게,히렌,로맨스 판타지,여자,3932,24,24 ,50
천군(天軍),하늘시민,판타지 퓨전,남자,703,1,2 ,20
전설속의이야기,신아효진,퓨전 판타지,여자,238,3,2 ,10
엘시드의검,마르첼로,일반소설 전쟁·밀리터리,남자,214,1,1 ,10
돌이킬수없는걸음,김재현a,일반소설 중·단편,남자,1349,14,7 ,20
Takers,suferior..,중·단편,남자,292,6,5 ,10
트라이앵글,김화설,판타지,여자,0,0,0 ,20
태양의설화,은이령,로맨스 퓨전,남자,4904,12,23 ,30
닐에게빠지다,whitebla..,공포·미스테리 로맨스,남자,6246,13,25 ,50
에덴을찾아서,다비즈,현대판타지 퓨전,남자,1084,11,9 ,30
루시페르-진홍의기사-,깻잎머리,판타지 로맨스,남자,1978,5,12 ,30
엘아렌,슈기슈기,퓨전 판타지,남자,325,0,4 ,20
